buyer,date_end,date_ordered,description,expected_delivery_days,extend_delivery,extras_amount,extras_price,gig,includes,order_link,stars,status,total
alejandraacero,02/12/2021,16/11/2021,Web scraping de la página www.fotocasa.es  con integración de base de datos y aplicación web,7,1,3,25.0,"do web scraping, data mining any website",Source code | Detailed code comments | Database integration,https://www.fiverr.com/users/darideveloper/manage_orders/FO61A8AE677C6,5,Completed,25.0
ozman11,22/11/2021,10/11/2021,Extract information from HTML files obtained from telegram and generate an output file.,4,1,5,97.19999999999999,"do web scraping, data mining any website",Source code | Detailed code comments | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO316127A2607,5,Completed,73.6
geargaming,05/11/2021,05/11/2021,Script for basic automation involving various services / tools,3,0,2,25.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO516079AD185,0,Completed,25.0
adityaa086,02/11/2021,02/11/2021,Basic python script (strings),1,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO4160091F306,5,Completed,5.0
adityaa086,02/11/2021,02/11/2021,Basis python task,1,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO18CC91AD43,0,Completed,5.0
wbruck,04/11/2021,01/11/2021,Web scraping script for sports in page https://www.mybookie.ag/sportsbook/,5,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO38CC1A9141,5,Completed,30.0
adityaa086,26/10/2021,24/10/2021,Update email notification previews project,3,0,0,0,do script for email automation,Source code | Detailed code comments | install python and the necessary modules on your computer or server. | do a teamviewer session to solve the problems of the project on your pc or server. | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO1462590F01,0,Completed,30.0
wbruck,23/10/2021,20/10/2021,Web scraping script for sports in page il.betrivers.com,5,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO61EA56DB2C8,5,Completed,30.0
wormdropper,13/10/2021,13/10/2021,Merge json files with specific format,2,0,2,50.0,do script for processing CSV and json data files,Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO5D18DCFC41,5,Completed,35.0
wormdropper,12/10/2021,12/10/2021,File explorer task automation scripts,2,0,2,50.0,"do desktop program for automation like web scraping, email, json, csv, excel etc",Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO71A2E0D41C5,5,Completed,35.0
geargaming,18/10/2021,11/10/2021,Script for basic automation involving various services / tools,3,1,5,130.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO51172627583,5,Completed,85.0
wormdropper,11/10/2021,11/10/2021,Processing json files,3,0,2,50.0,do script for processing CSV and json data files,Source code | Detailed code comments | use Tem Viwer to help you for any problem with program in your pc. | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO5D15A4B7C1,5,Completed,35.0
royalcohen,09/10/2021,09/10/2021,Convert articles from txt file to csv or xlsx,2,0,0,0,do script for processing CSV and json data files,Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO215CAA2ED88,0,Completed,20.0
geargaming,10/10/2021,09/10/2021,Script for basic automation involving various services / tools,3,0,2,40.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO515CA7F9605,5,Completed,25.0
mackenzie360,07/10/2021,07/10/2021,CSV files conversion,1,0,0,0,"do desktop program for automation like web scraping, email, json, csv, excel etc",Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO1116C47B187,5,Completed,30.0
anxanet,07/10/2021,06/10/2021,Script para extraer datos de página de apuestas,4,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | Database integration | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO2D0F4469C4,5,Completed,40.0
adityaa086,02/10/2021,29/09/2021,Tech support for solve python errores,1,1,2,15.0,"create your web page  fast, responsive, contact forms, animations, customization",do a teamviewer session to solve the problems of the project on your pc or server. | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO41A0BB438C8,0,Completed,15.0
wbruck,02/10/2021,27/09/2021,Scrap tables from web pages:  https://in.unibet.com/#filter/american_football/nfl https://sports.pa.betmgm.com/en/sports/football-11,6,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO145687EB01,5,Completed,50.0
adityaa086,29/09/2021,27/09/2021,ragingbull web scraping and telegram notifier (with server installation),2,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | do a teamviewer session to solve the problems of the project on your pc or server. | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO415AF939306,0,Completed,25.0
deeplawn,23/09/2021,17/09/2021,Automate multithreading bot for a web page,4,1,3,70.0,"do web scraping, data mining any website",Source code | Detailed code comments | 1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO11148273B87,0,Completed,55.0
adityaa086,07/09/2021,02/09/2021,Web scraping project with notification system,4,0,2,70.0,"do web scraping, data mining any website",Source code | Detailed code comments | 2 revisions | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO144B35C001,0,Completed,55.0
adityaa086,31/08/2021,31/08/2021,technical support for web scraping and notiffication project by retome desktop,1,0,0,0,do script for email automation,do a teamviewer session to solve the problems of the project on your pc or server. | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO4112923B984,0,Completed,15.0
atayshete,30/08/2021,29/08/2021,basic email sender with spreadsheet connection,2,0,0,0,do script for email automation,Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO3CDBCD50C3,5,Completed,20.0
openmind77,31/08/2021,25/08/2021,Gmail Not Spam Update: Acces to multiple gmail accounts and process all emails with specific subject. Project with GUI + terminal,7,0,2,90.0,do script for email automation,"Source code | Detailed code comments | make the github repository private, instead of public, and send you access request. | 2 revisions | A Custom Order",https://www.fiverr.com/users/darideveloper/manage_orders/FO819AD2565C4,4.7,Completed,75.0
kimberlysebek,17/08/2021,17/08/2021,Hotfix bug in web scraping script,2,0,2,30.0,"do web scraping, data mining any website",Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO1110FABB787,0,Completed,25.0
adityaa086,04/08/2021,03/08/2021,hotfix Twitter web scraping,2,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO410F64FF584,0,Completed,70.0
dejurado,10/08/2021,01/08/2021,Instagram bot to follow users and make scheduled posts,7,0,2,120.0,do script for processing CSV and json data files,Source code | Detailed code comments | 2 revisions | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO6153089AB84,5,Completed,90.0
audiobookguru,26/07/2021,22/07/2021,Process csv file to result in a new csv file and multiple json files.,5,0,0,0,do script for processing CSV and json data files,Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO4CA9D69F42,5,Completed,80.0
terryjj,22/07/2021,20/07/2021,Convert CSV data to json,3,0,2,45.0,do script for processing CSV and json data files,Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO610DF614182,5,Completed,35.0
terryjj,13/07/2021,12/07/2021,3 script to convert input csv files with different structures into json data.,5,0,0,0,do script for processing CSV and json data files,Source code | Detailed code comments | use Tem Viwer to help you for any problem with program in your pc. | 3 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO61D6C1D97C8,5,Completed,85.0
openmind77,08/07/2021,06/07/2021,mark email in Gmail as spam,3,0,0,0,do script for email automation,Source code | Detailed code comments | use Tem Viwer to help you for any problem with program in your pc. | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO3862A43841,0,Completed,30.0
mattsmith858,04/07/2021,03/07/2021,Randomize actions in web bot,3,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | 3 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO5C90AEB7C1,5,Completed,30.0
mattsmith858,02/07/2021,30/06/2021,Page web automation,2,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | use Tem Viwer to help you for any problem with program in your pc. | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO82176C33708,0,Completed,30.0
terryjj,27/06/2021,26/06/2021,Convert CSV file to JSON file,3,0,2,65.0,do script for processing CSV and json data files,Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO5C87E0AB41,5,Completed,50.0
dejurado,15/06/2021,14/06/2021,Scrape data from page https://crimegrade.org  and save it in postgres database,3,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO4C7889B742,5,Completed,50.0
danielmontemay,11/06/2021,09/06/2021,Web scraping de: http://www.economia-sniim.gob.mx/  generar archivo .xlsx de resultados y enviar archivo por correo,5,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 3 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO214BD5A3D08,0,Completed,80.0
adityaa086,08/06/2021,06/06/2021,Script to join data from 7 tables in a database  to a single table.,3,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 3 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO814B668C702,0,Completed,18.0
adityaa086,24/05/2021,17/05/2021,Web scraping for 7 web sites,15,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | use Tem Viwer to help you for any problem with program in your pc. | 3 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO2106DA75186,0,Completed,70.0
adityaa086,16/05/2021,16/05/2021,Deploy project to virtual machine,3,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments,https://www.fiverr.com/users/darideveloper/manage_orders/FO7106C3D8D81,0,Completed,15.0
adityaa086,14/05/2021,13/05/2021,Web scraping and notiffications,3,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO81481594F82,0,Completed,25.0
adityaa086,09/05/2021,04/05/2021,Facebook scraper: extract information from Facebook post  by certain accounts: text  mentioned users  hashtags  links  date filters  etc.,6,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments,https://www.fiverr.com/users/darideveloper/manage_orders/FO518815DA2C7,5,Completed,40.0
adityaa086,27/04/2021,26/04/2021,Upload unzipped zip files to azure cloud.,2,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments,https://www.fiverr.com/users/darideveloper/manage_orders/FO81C7C4691C6,5,Completed,30.0
dejurado,26/04/2021,25/04/2021,Incorporate autocompletion of captchas/recaptchas and headless in script,3,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO61454AE9304,5,Completed,25.0
adityaa086,25/04/2021,21/04/2021,Extract tweeter information  based on data stored in a spreadsheet.,4,0,0,0,do script for email automation,Source code | Detailed code comments | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO71C6AC4C047,5,Completed,40.0
geargaming,15/04/2021,15/04/2021,"AN ADVNACED PYTHON SCRIPT you will get a complex script using some libraries",3,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO81C55FAC146,0,Completed,30.0
adityaa086,28/03/2021,23/03/2021,Web scraping for twitter data extraction,9,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments,https://www.fiverr.com/users/darideveloper/manage_orders/FO21404082D88,5,Completed,30.0
ranita37,25/03/2021,20/03/2021,Web scraping a https://loteriasyapuestas.es/  para crear un crear un widget de wordpress.,3,0,2,64.0,"do web scraping, data mining any website",Source code | Detailed code comments | 3 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO617FDCC69C6,5,Completed,57.0
adityaa086,19/03/2021,17/03/2021,make web scraping for cia and firepower pages  and save data in data base,3,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | use Tem Viwer to help you for any problem with program in your pc. | 3 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO13FDD0AB81,5,Completed,20.0
shahdeenelso593,22/02/2021,22/02/2021,Add functionality to previously completed project.,1,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments,https://www.fiverr.com/users/darideveloper/manage_orders/FO5FCB17EB83,5,Completed,20.0
geargaming,22/02/2021,19/02/2021,"COMPLEX PYTHON PROGRAM you will get a more complex script using more libreries and several files",4,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 3 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO4BD4BF4BC2,0,Completed,80.0
navedsadiq,22/02/2021,15/02/2021,Automate web page with data obtained from a spreadsheet,7,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | use Tem Viwer to help you for any problem with program in your pc.,https://www.fiverr.com/users/darideveloper/manage_orders/FO8179CD117C4,5,Completed,50.0
mikepeterson746,14/02/2021,13/02/2021,Get distributor information,2,0,0,0,"do web scraping, data mining any website",Source code | Detailed code comments | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO413A9174286,0,Completed,15.0
shahdeenelso593,10/02/2021,09/02/2021,Add functionalities to a previously completed project,1,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO2FB27C2386,5,Completed,20.0
jaredmario,13/02/2021,09/02/2021,Extract information fromexcel file  run vpn service and write information in one web page,2,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO5178A748FC7,5,Completed,10.0
shahdeenelso593,20/12/2020,18/12/2020,Access your gmail account  read PDF files attached to incoming emails  extract information from PDF files  and save information on google drive.,8,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO3132B422F07,5,Completed,60.0
john057,19/12/2020,10/12/2020,Read emails and open the links they contain,8,0,0,0,do script for email automation,Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO27A3B7DE42,0,Completed,30.0
jeke675,14/12/2020,08/12/2020,Resolución de proyecto en base al documento entregado  implementando pruebas para comprobar su funcionamiento.,8,0,0,0,do simple python script,Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO37A24E0A41,4.3,Completed,30.0
geargaming,13/12/2020,07/12/2020,"AN ADVNACED PYTHON SCRIPT you will get a complex script using some libraries",5,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO4B729A5C42,0,Completed,60.0
geargaming,03/12/2020,26/11/2020,"AN ADVNACED PYTHON SCRIPT you will get a complex script using some libraries",5,0,2,160.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO516C9873EC7,5,Completed,110.0
kimberlysebek,22/11/2020,22/11/2020,"* Some reusable modules. * Some code comments * Use of Classes and OOP",4,0,2,50.0,"do web scraping, data mining any website",Source code | Detailed code comments | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO212F3DF2188,5,Completed,40.0
richardlino734,20/11/2020,20/11/2020,"* Includes one to few non-reusable modules * No code comments",2,0,0,0,do simple python script,Source code | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO71A849FA447,5,Completed,10.0
sugeidym6,20/11/2020,20/11/2020,"* Includes one to few non-reusable modules * No code comments",2,0,0,0,do simple python script,Source code | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO71A847B88C7,5,Completed,10.0
geargaming,20/11/2020,19/11/2020,"A SIMPLE PYTHON PROGRAM you will get a simple basic python script",2,0,2,60.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO3F252A7585,5,Completed,45.0
burtthebeast,16/11/2020,16/11/2020,"COMPLEX PYTHON PROGRAM you will get a more complex script using more libreries and several files",4,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Include Source Code | Detailed Code Comments | Revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO6F1F516302,0,Completed,15.0
geargaming,17/11/2020,15/11/2020,"AN ADVNACED PYTHON SCRIPT you will get a complex script using some libraries",3,0,2,60.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Detailed code comments | 3 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO71A74A802C7,5,Completed,35.0
